Timestamp,P1_SPU,F1_Lmin,F2_Lmin,P2_SPU,Label
1778184128,2.7,2.8,2.53,0.56,0
1778184130,3.12,2.67,2.53,0.72,0
1778184132,2.84,2.8,2.53,0.23,0
1778184134,2.53,2.67,2.53,1.01,0
1778184136,2.73,2.67,2.67,0.28,0
1778184138,2.54,2.67,2.53,0.53,0
1778184140,3.3,2.67,2.53,0.96,0
1778184142,2.96,2.8,2.53,0.38,0
1778184144,3.18,2.67,2.67,0.84,0
1778184146,3.13,2.8,2.67,1.09,0
1778184148,3.34,2.67,2.53,0.68,0
1778184150,3.2,2.67,2.53,0.63,0
1778184152,3.44,2.8,2.67,0.56,0
1778184154,3.31,2.67,2.67,0.73,0
1778184156,1.9,2.67,2.67,-0.78,0
1778184158,2.56,2.8,2.53,0.44,0
1778184160,3.0,2.67,2.53,1.2,0
1778184162,2.36,2.8,2.53,0.68,0
1778184164,2.42,2.67,2.67,0.89,0
1778184166,2.37,2.8,2.67,0.37,0
1778184168,3.1,2.8,2.53,0.23,0
1778184170,2.84,2.67,2.53,0.41,0
1778184172,3.31,2.67,2.53,1.06,0
1778184174,3.42,2.8,2.53,0.45,0
1778184176,2.46,2.67,2.53,0.76,0
1778184178,3.0,2.67,2.67,1.12,0
1778184180,3.29,2.67,2.53,0.56,0
1778184182,2.77,2.67,2.53,0.76,0
1778184184,3.28,2.8,2.53,1.06,0
1778184186,3.26,2.67,2.53,0.55,0
1778184188,2.75,2.8,2.67,0.67,0
1778184190,3.29,2.67,2.53,0.46,0
1778184192,2.46,2.8,2.53,-0.58,0
1778184194,2.48,2.67,2.67,0.4,0
1778184196,2.66,2.67,2.67,0.03,0
1778184198,2.81,2.8,2.67,0.6,0
1778184200,2.99,2.8,2.53,0.41,0
1778184202,3.48,2.67,2.53,1.1,0
1778184204,3.25,2.8,2.67,0.69,0
1778184206,1.36,2.67,2.67,-0.78,0
1778184208,2.88,2.8,2.53,0.65,0
1778184210,3.42,2.67,2.53,1.1,0
1778184212,3.15,2.8,2.67,0.35,0
1778184214,3.32,2.67,2.67,0.9,0
1778184216,3.33,2.67,2.53,0.66,0
1778184218,3.47,2.67,2.53,0.97,0
1778184220,2.9,2.8,2.53,1.07,0
1778184222,2.49,2.67,2.67,0.09,0
1778184224,3.19,2.67,2.67,0.68,0
1778184226,2.49,2.67,2.67,0.36,0
1778184228,3.4,2.8,2.53,0.26,0
