Timestamp,P1_SPU,F1_Lmin,F2_Lmin,P2_SPU,Label
1778188719,0.35,0.0,0.0,0.08,0
1778188721,-0.19,0.0,0.0,-0.84,0
1778188723,4.01,0.4,0.27,0.46,0
1778188725,2.72,2.8,2.67,0.48,0
1778188727,3.26,2.93,2.67,0.04,0
1778188729,3.26,2.8,2.67,0.49,0
1778188731,3.82,2.8,2.67,0.38,0
1778188733,3.92,2.8,2.67,0.66,0
1778188735,3.23,2.8,2.67,0.06,0
1778188737,3.67,2.8,2.67,0.24,0
1778188739,3.9,2.8,2.67,0.18,0
1778188741,3.34,2.8,2.67,0.47,0
1778188743,3.87,2.8,2.67,0.75,0
1778188745,3.88,2.8,2.67,0.93,0
1778188747,2.85,2.8,2.67,0.34,0
1778188749,3.76,2.8,2.67,0.42,0
1778188751,3.19,2.8,2.67,-0.01,0
1778188753,4.03,2.8,2.67,0.47,0
1778188755,2.11,2.8,2.67,-0.83,0
1778188757,2.01,2.8,2.8,-0.62,0
1778188759,4.0,2.8,2.67,0.89,0
1778188761,4.13,2.8,2.67,0.34,0
1778188763,3.39,2.8,2.67,0.57,0
1778188765,3.78,2.8,2.67,0.59,0
1778188767,3.93,2.8,2.67,1.0,0
1778188769,3.46,2.8,2.67,0.44,0
1778188771,3.43,2.67,2.67,0.74,0
1778188773,3.45,2.8,2.67,0.7,0
1778188775,3.33,2.8,2.67,1.17,0
1778188777,3.2,2.8,2.67,0.83,0
1778188779,3.85,2.8,2.67,0.77,0
1778188781,3.06,2.8,2.67,0.23,0
1778188783,3.14,2.67,2.67,0.16,0
1778188785,2.91,2.8,2.67,0.2,0
1778188787,2.82,2.8,2.67,0.59,0
1778188789,3.12,2.8,2.67,0.78,0
1778188791,3.3,2.8,2.67,0.6,0
1778188793,2.69,2.8,2.67,0.03,0
1778188795,4.08,2.8,2.67,0.79,0
1778188797,3.59,2.8,2.67,0.58,0
1778188799,3.02,2.67,2.67,0.7,0
1778188801,3.35,2.8,2.67,0.63,0
1778188803,2.83,2.8,2.67,0.2,0
1778188805,3.82,2.67,2.67,0.64,0
1778188807,3.51,2.8,2.67,0.45,0
1778188809,3.4,2.67,2.53,0.57,0
1778188811,3.1,2.8,2.67,0.33,0
1778188813,3.13,2.67,2.67,0.67,0
1778188815,3.07,2.8,2.67,-0.13,0
1778188817,3.64,2.8,2.67,-0.02,0
1778188819,3.38,2.8,2.53,0.16,0
1778188821,3.7,2.8,2.67,0.57,0
1778188823,3.5,2.8,2.67,0.66,0
1778188825,3.58,2.8,2.67,0.59,0
1778188827,3.3,2.8,2.53,0.42,0
1778188829,4.08,2.8,2.67,0.58,0
1778188831,3.52,2.67,2.67,0.66,0
1778188833,3.18,2.8,2.67,0.69,1
1778188835,3.2,2.93,2.53,0.41,1
1778188837,3.81,2.93,2.27,0.91,1
1778188839,3.83,3.07,2.27,0.35,1
1778188841,2.76,3.07,2.27,-0.07,1
1778188843,3.08,2.93,2.27,1.25,1
1778188845,3.26,2.93,2.27,0.44,1
1778188847,3.08,2.93,2.27,0.75,1
1778188849,2.78,3.07,2.27,0.37,1
1778188851,3.37,2.93,2.27,0.95,1
1778188853,3.29,3.07,2.27,0.49,1
1778188855,3.1,2.93,2.27,0.99,1
1778188857,2.83,2.93,2.4,0.35,1
1778188859,3.82,2.93,2.4,0.45,1
1778188861,2.95,2.93,2.4,0.95,1
1778188863,3.17,2.93,2.4,0.79,1
1778188865,3.2,3.07,2.27,0.04,1
1778188867,2.68,2.93,2.27,0.28,1
