Timestamp,P1_SPU,F1_Lmin,F2_Lmin,P2_SPU,Label
1778200107,2.62,2.67,2.53,0.06,0
1778200109,1.69,2.8,2.53,-0.2,0
1778200111,2.72,2.67,2.53,-0.14,0
1778200113,2.29,2.67,2.53,0.36,0
1778200115,2.42,2.67,2.53,0.02,0
1778200117,3.03,2.8,2.67,-0.14,0
1778200119,2.27,2.8,2.67,0.02,0
1778200121,2.18,2.67,2.67,0.51,0
1778200123,1.94,2.67,2.67,-0.08,0
1778200125,2.82,2.8,2.67,-0.01,0
1778200127,2.93,2.8,2.67,-0.01,0
1778200129,2.46,2.67,2.67,-0.43,0
1778200131,1.88,2.67,2.67,-0.2,0
1778200133,1.98,2.8,2.67,-0.19,0
1778200135,1.32,2.8,2.67,-0.19,0
1778200137,2.9,2.67,2.53,0.21,0
1778200139,2.43,2.67,2.53,0.52,0
1778200141,1.83,2.8,2.67,0.51,0
1778200143,0.39,2.8,2.67,-1.57,0
1778200145,2.66,2.67,2.67,-0.05,0
1778200147,2.81,2.67,2.67,0.53,0
1778200149,2.55,2.67,2.67,-0.35,0
1778200151,2.48,2.8,2.67,-0.15,0
1778200153,2.71,2.67,2.67,0.17,0
1778200155,2.63,2.67,2.67,-0.13,0
1778200157,2.15,2.8,2.53,-0.24,0
1778200159,2.72,2.67,2.53,-0.3,0
1778200161,2.27,2.67,2.53,0.16,0
1778200163,2.09,2.8,2.53,-0.09,0
1778200165,2.25,2.67,2.53,-0.61,0
1778200167,2.34,2.67,2.67,-0.18,0
1778200169,1.98,2.8,2.67,-1.04,0
1778200171,2.32,2.67,2.67,-0.22,0
1778200173,2.39,2.8,2.53,-0.27,0
1778200175,2.51,2.8,2.53,0.0,0
1778200177,2.18,2.67,2.53,-0.22,0
1778200179,2.92,2.67,2.53,0.05,0
1778200181,2.88,2.67,2.53,0.18,0
1778200183,3.22,2.67,2.53,0.05,0
1778200185,2.4,2.8,2.53,-0.31,1
1778200187,1.82,3.07,2.27,-0.44,1
1778200189,2.31,3.07,2.13,-0.12,1
1778200191,2.1,3.07,2.27,0.11,1
1778200193,2.42,2.93,2.13,-0.37,1
1778200195,2.2,3.07,2.13,-0.87,1
1778200197,2.38,3.07,2.13,-0.36,1
1778200199,1.9,3.07,2.27,-0.54,1
1778200201,2.07,2.93,2.13,-0.36,1
1778200203,2.09,3.07,2.13,-0.83,1
1778200205,2.1,3.07,2.27,-0.56,1
1778200207,2.0,3.07,2.13,-0.35,1
1778200209,1.78,3.07,2.27,-0.38,1
1778200211,1.73,3.07,2.13,0.11,1
1778200213,2.33,3.07,2.27,-0.51,1
1778200215,1.79,3.07,2.13,0.13,1
1778200217,2.18,3.07,2.13,0.2,1
1778200219,2.24,3.07,2.27,-0.11,1
1778200221,2.12,3.07,2.13,0.02,1
1778200223,2.12,2.93,2.27,0.02,1
1778200225,1.42,3.07,2.13,-0.96,1
1778200227,2.47,3.07,2.13,-0.02,1
1778200229,1.46,3.07,2.13,-0.21,1
1778200231,2.68,3.07,2.27,-0.1,1
1778200233,2.19,3.07,2.13,-0.07,1
1778200235,2.78,3.07,2.13,0.74,1
1778200237,2.0,2.93,2.27,-0.04,1
1778200239,2.14,2.93,2.13,-0.44,1
1778200241,2.33,2.93,2.13,-0.36,1
1778200243,1.91,2.93,2.13,-0.75,1
1778200245,1.96,3.07,2.13,0.11,1
1778200247,1.76,2.93,2.27,-0.12,1
1778200249,2.3,3.07,2.13,0.19,1
1778200251,2.17,3.07,2.13,-0.11,1
1778200253,1.95,3.07,2.27,-0.44,1
1778200255,2.66,3.07,2.27,-0.7,1
1778200257,2.75,2.93,2.13,0.0,1
1778200259,1.38,2.93,2.13,-0.5,1
1778200261,2.56,2.93,2.27,-0.06,1
1778200263,1.83,2.93,2.13,-0.95,1
1778200265,2.24,2.93,2.13,-0.41,1
1778200267,1.98,3.07,2.13,-0.32,1
1778200269,1.94,3.07,2.13,0.26,1
1778200271,2.12,2.93,2.27,0.0,1
1778200273,2.16,2.93,2.13,-0.39,1
1778200275,2.45,2.93,2.27,-0.24,1
1778200277,2.08,2.93,2.13,0.53,1
1778200279,2.1,3.07,2.27,0.02,1
1778200281,2.5,3.07,2.13,0.21,1
1778200283,2.14,3.07,2.13,-0.3,1
1778200285,2.5,2.93,2.13,-0.4,1
1778200287,2.65,2.93,2.13,-0.25,1
1778200289,2.15,2.93,2.13,-0.64,1
1778200291,2.27,2.93,2.27,-0.23,1
1778200293,1.73,2.93,2.13,-0.61,1
1778200295,1.91,3.07,2.13,-0.7,1
1778200297,1.95,3.07,2.13,-0.79,1
1778200299,2.39,3.07,2.13,0.25,1
1778200301,1.97,3.07,2.27,-0.47,1
1778200303,2.42,3.07,2.13,0.19,1
1778200305,2.79,3.07,2.13,0.57,1
1778200307,1.65,2.93,2.27,-0.49,1
1778200309,1.79,3.07,2.13,-0.77,1
1778200311,2.68,3.07,2.13,-0.18,1
1778200313,2.31,3.07,2.13,0.18,1
1778200315,2.45,3.07,2.13,0.02,1
1778200317,2.52,3.07,2.27,0.79,1
1778200319,2.05,3.07,2.13,-0.17,1
1778200321,2.5,3.07,2.13,0.08,1
1778200323,1.99,3.07,2.13,-0.6,1
1778200325,2.5,3.07,2.27,0.06,1
1778200327,2.19,3.07,2.13,-0.76,1
1778200329,1.81,3.07,2.13,0.34,1
1778200331,1.82,2.93,2.27,0.07,1
1778200333,2.46,2.93,2.13,-0.42,1
1778200335,2.22,2.93,2.13,-0.23,1
1778200337,2.97,2.93,2.27,-0.04,1
1778200339,1.98,3.07,2.13,-0.43,1
1778200341,2.62,2.93,2.13,0.22,1
1778200343,1.74,3.07,2.27,0.05,1
1778200345,2.76,2.93,2.27,0.34,1
1778200347,2.97,2.93,2.13,-0.16,1
1778200349,2.05,2.93,2.27,-0.13,1
1778200351,2.5,2.93,2.13,-0.57,1
1778200353,2.07,3.07,2.13,-0.54,1
1778200355,0.31,3.07,2.13,-1.2,1
1778200357,1.65,3.07,2.27,-1.05,1
1778200359,2.53,3.07,2.13,0.6,1
1778200361,1.68,2.93,2.13,-0.83,1
1778200363,2.7,2.93,2.27,-0.15,1
1778200365,1.82,3.07,2.13,0.23,1
1778200367,2.15,3.07,2.27,-0.46,1
1778200369,2.26,3.07,2.13,-0.48,1
1778200371,3.16,3.07,2.13,0.05,1
1778200373,2.56,3.07,2.13,-0.12,1
1778200375,2.34,3.07,2.13,-0.29,1
1778200377,3.11,3.07,2.13,0.22,1
1778200379,2.03,3.07,2.27,-0.55,1
1778200381,2.28,3.07,2.13,-0.24,1
1778200383,1.84,3.07,2.13,-0.69,1
1778200385,2.68,3.07,2.27,-0.24,1
1778200387,2.31,3.07,2.13,-0.56,1
1778200389,2.54,2.93,2.27,0.01,1
1778200391,1.84,2.93,2.27,-0.9,1
1778200393,2.73,2.93,2.13,-0.28,1
1778200395,2.07,2.93,2.13,-0.3,1
1778200397,2.36,2.93,2.13,0.5,1
1778200399,2.72,2.93,2.13,-0.55,1
1778200401,2.63,2.93,2.13,-0.45,1
1778200403,2.6,2.93,2.13,-0.47,1
1778200405,2.13,2.93,2.27,-0.17,1
1778200407,2.31,2.93,2.13,-0.44,1
1778200409,2.12,2.93,2.13,-0.29,1
1778200411,2.68,2.93,2.13,-0.15,1
1778200413,2.86,3.07,2.13,-0.58,1
1778200415,2.43,3.07,2.27,-0.16,1
1778200417,1.45,3.07,2.13,-0.07,1
1778200419,2.39,2.93,2.13,0.71,1
1778200421,1.67,2.93,2.27,-0.46,1
1778200423,2.98,2.93,2.13,-0.24,1
1778200425,1.81,2.93,2.13,-0.56,1
1778200427,2.62,2.93,2.27,-0.2,1
1778200429,2.75,2.93,2.13,0.37,1
1778200431,2.26,2.93,2.27,-0.32,1
1778200433,2.52,2.93,2.13,0.14,1
1778200435,2.13,3.07,2.13,-0.23,1
1778200437,2.31,2.93,2.13,-0.08,1
1778200439,2.5,3.07,2.13,-0.09,1
1778200441,2.48,2.93,2.27,0.21,1
1778200443,2.33,2.93,2.13,-0.07,1
1778200445,2.68,2.93,2.13,-0.15,1
1778200447,2.12,3.07,2.27,-0.67,1
1778200449,2.99,3.07,2.13,-0.02,1
1778200451,1.73,3.07,2.27,-0.64,1
1778200453,2.33,3.07,2.13,-0.03,1
1778200455,2.07,3.07,2.13,-0.92,1
1778200457,2.09,2.93,2.13,-0.37,1
1778200459,1.69,2.93,2.13,-0.08,1
1778200461,2.21,2.93,2.27,-0.2,1
1778200463,2.56,2.93,2.13,-0.05,1
1778200465,2.08,2.93,2.13,-0.06,1
1778200467,2.42,2.93,2.13,-0.58,1
1778200469,1.96,3.07,2.13,0.13,1
1778200471,2.43,2.93,2.27,-0.41,1
