Timestamp,P1_SPU,F1_Lmin,F2_Lmin,P2_SPU,Label
1778189193,2.69,2.67,2.53,0.14,0
1778189195,2.48,2.67,2.67,-0.19,0
1778189197,2.78,2.67,2.67,-0.01,0
1778189199,2.66,2.8,2.67,-0.48,0
1778189201,2.59,2.67,2.67,-0.12,0
1778189203,3.49,2.67,2.67,0.87,0
1778189205,2.97,2.8,2.67,0.4,0
1778189207,3.08,2.67,2.67,0.39,0
1778189209,3.6,2.67,2.67,0.39,0
1778189211,3.34,2.8,2.67,0.88,0
1778189213,3.1,2.67,2.67,0.19,0
1778189215,3.91,2.67,2.67,0.89,0
1778189217,3.02,2.8,2.53,-0.01,0
1778189219,3.09,2.8,2.53,0.28,0
1778189221,2.23,2.67,2.53,0.25,0
1778189223,2.92,2.67,2.53,0.09,0
1778189225,2.71,2.8,2.53,-0.4,0
1778189227,3.27,2.8,2.67,0.29,0
1778189229,1.96,2.67,2.67,-0.36,0
1778189231,2.87,2.67,2.67,0.25,0
1778189233,2.77,2.8,2.67,0.01,0
1778189235,3.04,2.8,2.67,-0.03,0
1778189237,2.79,2.67,2.67,0.19,0
1778189239,2.44,2.8,2.67,0.71,0
1778189241,3.09,2.8,2.67,0.17,0
1778189243,3.29,2.67,2.67,0.41,0
1778189245,3.16,2.8,2.67,-0.02,0
1778189247,3.7,2.8,2.67,0.8,0
1778189249,3.29,2.67,2.67,0.61,0
1778189251,2.18,2.67,2.67,0.13,0
1778189253,2.93,2.8,2.67,-0.33,0
1778189255,2.84,2.8,2.67,-0.18,0
1778189257,3.09,2.67,2.67,0.48,0
1778189259,3.4,2.67,2.67,-0.04,0
1778189261,3.24,2.8,2.67,0.42,0
1778189263,2.92,2.67,2.53,-0.09,0
1778189265,3.12,2.8,2.53,0.29,0
1778189267,2.84,2.67,2.53,0.4,0
1778189269,3.14,2.67,2.53,0.7,0
1778189271,3.22,2.8,2.53,0.51,0
1778189273,3.35,2.67,2.53,0.52,0
1778189275,2.86,2.67,2.67,0.4,0
1778189277,3.07,2.8,2.67,0.36,0
1778189279,2.81,2.8,2.67,0.31,0
1778189281,2.98,2.67,2.67,-0.12,0
1778189283,2.82,2.67,2.53,0.48,0
1778189285,2.1,2.67,2.67,-0.1,0
1778189287,2.5,2.67,2.67,0.25,0
1778189289,2.46,2.8,2.67,-0.18,0
