Timestamp,P1_SPU,F1_Lmin,F2_Lmin,P2_SPU,Label
1778194918,4.11,2.67,2.53,1.13,0
1778194920,2.76,2.8,2.67,0.31,0
1778194922,3.71,2.8,2.67,0.51,0
1778194924,3.11,2.67,2.67,0.7,0
1778194926,3.17,2.67,2.67,0.54,0
1778194928,2.11,2.8,2.53,-0.53,0
1778194930,2.8,2.8,2.53,-0.19,0
1778194932,2.19,2.67,2.67,0.26,0
1778194934,2.49,2.67,2.53,0.91,0
1778194936,2.51,2.8,2.53,0.02,0
1778194938,2.96,2.67,2.67,1.42,0
1778194940,3.14,2.67,2.67,0.13,0
1778194942,2.72,2.67,2.53,1.01,0
1778194944,3.03,2.67,2.67,0.75,0
1778194946,3.1,2.8,2.53,0.77,0
1778194948,3.08,2.67,2.53,0.94,0
1778194950,3.43,2.8,2.53,1.05,0
1778194952,3.24,2.67,2.67,0.85,0
1778194954,3.06,2.8,2.67,0.57,0
1778194956,3.05,2.67,2.53,0.26,0
1778194958,3.15,2.67,2.53,0.03,0
1778194960,3.19,2.8,2.53,0.51,0
1778194962,2.52,2.67,2.67,0.1,0
1778194964,2.9,2.8,2.67,0.37,0
1778194966,2.42,2.67,2.53,-0.24,0
1778194968,3.46,2.67,2.53,0.52,0
1778194970,1.78,2.67,2.53,-0.99,0
1778194972,4.07,2.67,2.53,0.77,0
1778194974,3.1,2.67,2.53,0.43,0
1778194976,3.34,2.67,2.67,0.26,0
1778194978,3.29,2.8,2.53,0.22,0
1778194980,3.06,2.67,2.53,0.71,0
1778194982,2.74,2.67,2.67,0.59,0
1778194984,2.53,2.8,2.53,1.51,0
1778194986,3.61,2.67,2.53,0.19,0
1778194988,3.44,2.8,2.67,0.49,0
1778194990,3.31,2.67,2.67,0.69,0
1778194992,2.33,2.67,2.53,-0.02,0
1778194994,2.59,2.67,2.53,0.54,0
1778194996,2.05,2.67,2.53,0.38,0
1778194998,3.19,2.8,2.53,0.36,0
1778195000,3.07,2.67,2.53,0.16,0
1778195002,2.92,2.8,2.53,0.37,0
1778195004,3.4,2.67,2.53,0.84,0
1778195006,3.31,2.67,2.67,0.39,0
1778195008,1.77,2.67,2.53,-1.14,0
1778195010,3.15,2.67,2.53,0.76,0
1778195012,2.88,2.67,2.67,0.21,0
1778195014,3.48,2.67,2.53,0.31,0
1778195016,3.29,2.8,2.53,0.19,0
1778195018,3.19,2.67,2.67,0.67,0
1778195020,2.97,2.67,2.67,0.11,0
1778195022,2.93,2.67,2.53,-0.16,0
1778195024,3.52,2.67,2.53,0.67,0
1778195026,2.7,2.67,2.67,0.25,0
1778195028,3.02,2.67,2.67,0.45,0
1778195030,2.45,2.67,2.67,0.48,0
1778195032,2.89,2.8,2.53,0.34,0
1778195034,3.06,2.67,2.53,0.52,0
1778195036,3.18,2.67,2.67,0.83,0
1778195038,2.95,2.8,2.67,0.78,0
1778195040,2.79,2.67,2.53,0.92,0
1778195042,3.32,2.67,2.53,0.91,0
1778195044,2.77,2.67,2.53,1.03,0
1778195046,3.11,2.67,2.53,0.9,0
1778195048,3.61,2.67,2.67,0.15,0
1778195050,2.68,2.67,2.67,0.58,0
1778195052,3.1,2.67,2.67,-0.03,0
1778195054,2.41,2.8,2.67,-0.17,0
1778195056,2.66,2.67,2.67,0.36,0
1778195058,3.14,2.67,2.53,1.04,0
1778195060,2.27,2.8,2.53,-0.23,0
1778195062,3.5,2.67,2.53,0.9,0
1778195064,2.55,2.67,2.67,0.17,0
1778195066,2.74,2.8,2.67,0.19,0
1778195068,3.13,2.67,2.67,1.02,0
1778195070,2.87,2.67,2.67,-0.32,0
1778195072,2.66,2.67,2.53,0.12,0
1778195074,3.15,2.8,2.53,0.29,0
1778195076,2.84,2.67,2.67,0.38,0
1778195078,2.86,2.67,2.53,0.18,0
1778195080,3.38,2.67,2.53,0.58,0
1778195082,3.13,2.8,2.53,1.09,0
1778195084,2.83,2.67,2.53,0.05,0
1778195086,2.34,2.67,2.53,-0.2,0
1778195088,3.25,2.8,2.67,0.35,0
1778195090,2.04,2.67,2.67,-0.37,0
1778195092,3.39,2.67,2.53,-0.04,0
1778195094,2.75,2.67,2.53,-0.2,0
1778195096,2.99,2.67,2.67,0.47,0
1778195098,3.0,2.8,2.67,0.53,0
1778195100,3.45,2.67,2.67,0.33,0
1778195102,3.05,2.8,2.67,-0.04,0
1778195104,3.5,2.67,2.53,-0.11,0
1778195106,2.83,2.8,2.53,0.75,0
1778195108,3.22,2.67,2.53,0.25,0
1778195110,2.92,2.67,2.67,0.08,0
1778195112,3.08,2.8,2.67,0.58,0
1778195114,3.41,2.67,2.53,0.24,0
1778195116,2.51,2.8,2.67,-0.37,0
1778195118,2.99,2.67,2.67,0.57,0
1778195120,2.49,2.67,2.67,-0.23,0
1778195122,3.1,2.8,2.53,0.55,0
1778195124,2.24,2.67,2.53,-0.41,0
1778195126,3.22,2.67,2.53,0.33,0
1778195128,2.83,2.8,2.53,-0.4,0
1778195130,2.61,2.67,2.67,0.57,0
1778195132,2.78,2.8,2.67,0.36,0
1778195134,2.81,2.8,2.67,0.15,0
1778195136,0.98,2.8,2.53,-1.09,0
1778195138,3.69,2.67,2.53,0.49,0
1778195140,3.2,2.67,2.53,0.46,0
1778195142,3.13,2.8,2.53,0.21,0
1778195144,2.94,2.67,2.67,0.38,0
1778195146,2.84,2.67,2.67,0.7,0
1778195148,2.43,2.8,2.53,0.28,0
1778195150,2.7,2.67,2.53,-0.22,0
1778195152,3.13,2.67,2.53,0.29,0
1778195154,2.58,2.67,2.53,0.12,0
1778195156,3.18,2.8,2.53,0.36,0
1778195158,2.34,2.8,2.53,0.08,0
1778195160,2.69,2.67,2.67,0.42,0
1778195162,3.38,2.67,2.53,0.37,0
1778195164,2.79,2.67,2.53,0.36,0
1778195166,2.84,2.67,2.53,0.31,0
1778195168,3.26,2.8,2.67,0.53,0
1778195170,2.69,2.67,2.53,-0.04,0
1778195172,2.87,2.8,2.53,0.58,0
1778195174,2.82,2.67,2.53,0.21,0
1778195176,2.97,2.8,2.53,0.21,0
1778195178,2.56,2.67,2.67,0.83,0
1778195180,2.78,2.67,2.67,0.21,0
1778195182,3.04,2.8,2.53,0.54,1
1778195184,1.79,2.93,2.27,-0.24,1
1778195186,2.91,2.93,2.27,0.42,1
1778195188,2.82,2.93,2.27,-0.28,1
1778195190,2.95,2.93,2.27,0.1,1
1778195192,2.76,2.93,2.27,-0.2,1
1778195194,2.96,2.93,2.27,0.57,1
1778195196,2.58,2.93,2.27,0.48,1
1778195198,2.94,2.93,2.27,0.74,1
1778195200,2.58,2.93,2.13,0.94,1
1778195202,3.04,2.93,2.27,0.37,1
1778195204,2.88,2.93,2.27,-0.23,1
1778195206,2.64,2.93,2.27,0.79,1
1778195208,3.11,2.93,2.27,-0.08,1
1778195210,3.07,2.93,2.27,0.2,1
1778195212,2.35,2.93,2.13,-0.59,1
1778195214,2.5,2.93,2.27,-0.29,1
1778195216,2.6,2.93,2.13,0.3,1
1778195218,2.28,2.93,2.27,-0.42,1
1778195220,2.91,2.93,2.27,0.49,1
1778195222,1.44,2.93,2.27,-0.32,1
1778195224,3.65,2.93,2.27,0.04,1
1778195226,3.12,2.93,2.27,0.62,1
1778195228,2.73,2.93,2.13,0.1,1
1778195230,2.99,2.93,2.27,0.42,1
1778195232,2.55,2.93,2.27,0.36,1
1778195234,2.94,2.93,2.27,0.03,1
1778195236,2.74,2.93,2.27,0.62,1
1778195238,3.0,3.07,2.27,0.34,1
1778195240,2.54,2.93,2.13,0.55,1
1778195242,3.2,2.8,2.27,0.89,1
1778195244,2.84,2.93,2.27,0.4,1
1778195246,0.75,2.93,2.13,-1.15,1
1778195248,1.94,3.07,2.27,-0.8,1
1778195250,2.66,2.93,2.27,0.48,1
1778195252,1.64,2.93,2.13,-0.88,1
1778195254,3.04,3.07,2.27,0.08,1
1778195256,2.47,2.93,2.27,-0.38,1
1778195258,2.89,2.93,2.27,0.78,1
1778195260,3.2,2.93,2.27,1.14,1
1778195262,2.69,2.93,2.27,0.36,1
1778195264,3.49,2.93,2.27,0.55,1
1778195266,2.73,3.07,2.27,0.55,1
1778195268,3.33,2.93,2.27,0.8,1
1778195270,3.3,3.07,2.27,0.57,1
1778195272,3.39,2.93,2.27,0.18,1
1778195274,2.94,3.07,2.27,0.4,1
1778195276,3.04,2.93,2.27,0.95,1
1778195278,1.57,2.93,2.27,-1.12,1
1778195280,3.43,2.93,2.13,0.36,1
1778195282,2.26,2.93,2.27,0.1,1
1778195284,2.65,2.93,2.27,0.55,1
1778195286,2.71,2.93,2.27,0.07,1
1778195288,2.44,3.07,2.27,0.17,1
1778195290,3.09,2.93,2.13,0.22,1
1778195292,3.01,2.93,2.27,0.12,1
1778195294,3.01,2.93,2.27,0.52,1
1778195296,3.15,2.93,2.27,0.68,1
1778195298,2.44,3.07,2.27,0.14,1
1778195300,2.58,2.93,2.27,0.39,1
1778195302,2.89,2.93,2.27,0.94,1
1778195304,2.39,2.93,2.27,0.42,1
1778195306,2.51,2.93,2.13,0.32,1
1778195308,1.98,3.07,2.27,-0.8,1
1778195310,2.68,2.93,2.27,0.33,1
1778195312,1.92,2.93,2.27,-0.86,1
1778195314,2.92,2.93,2.27,0.23,1
1778195316,2.78,2.93,2.27,-0.22,1
1778195318,2.43,3.07,2.27,-0.31,1
1778195320,0.83,2.93,2.27,-1.48,1
1778195322,2.39,2.93,2.13,-0.28,1
1778195324,2.67,3.07,2.27,0.31,1
1778195326,2.46,2.93,2.27,0.53,1
1778195328,2.98,2.93,2.27,0.57,1
1778195330,2.9,2.93,2.27,0.73,1
1778195332,2.64,2.93,2.27,1.17,1
1778195334,2.72,2.93,2.27,0.35,1
1778195336,2.71,2.93,2.27,0.18,1
1778195338,2.45,2.93,2.27,0.16,1
1778195340,2.82,2.93,2.27,0.2,1
1778195342,2.01,2.93,2.27,-0.3,1
1778195344,2.86,3.07,2.27,0.34,1
1778195346,1.89,2.93,2.27,-0.76,1
1778195348,2.85,2.93,2.27,0.54,1
1778195350,1.31,2.93,2.27,0.11,1
1778195352,2.66,2.93,2.27,0.52,1
1778195354,3.21,2.93,2.27,0.12,1
1778195356,1.18,3.07,2.27,-1.64,1
1778195358,2.78,2.93,2.27,0.53,1
1778195360,2.84,2.93,2.27,0.79,1
1778195362,3.27,2.93,2.27,0.91,1
1778195364,2.98,2.8,2.27,0.47,1
1778195366,2.83,2.93,2.27,0.59,1
1778195368,2.77,2.93,2.27,-0.2,1
1778195370,2.39,2.93,2.13,0.85,1
1778195372,2.2,2.93,2.27,0.04,1
1778195374,2.13,2.93,2.27,0.19,1
1778195376,1.91,3.07,2.13,0.03,1
1778195378,2.59,2.93,2.27,0.4,1
1778195380,1.76,2.93,2.27,-0.06,1
1778195382,3.34,2.93,2.27,0.32,1
1778195384,2.75,2.93,2.13,0.14,1
1778195386,3.15,3.07,2.27,0.53,1
