Timestamp,P1_SPU,F1_Lmin,F2_Lmin,P2_SPU,Label
1778201707,2.96,2.67,2.53,-0.2,0
1778201709,2.83,2.8,2.53,-0.56,0
1778201711,2.52,2.67,2.53,-0.11,0
1778201713,3.08,2.67,2.53,-0.05,0
1778201715,2.05,2.8,2.53,-0.87,0
1778201717,2.98,2.67,2.53,-0.42,0
1778201719,1.29,2.8,2.67,-1.62,0
1778201721,2.76,2.67,2.53,-0.2,0
1778201723,1.88,2.67,2.53,-0.79,0
1778201725,2.81,2.67,2.53,-0.53,0
1778201727,2.54,2.67,2.53,0.02,0
1778201729,3.12,2.67,2.53,-0.35,0
1778201731,3.07,2.67,2.67,-0.56,0
1778201733,2.58,2.67,2.53,-0.1,0
1778201735,2.67,2.67,2.67,0.09,0
1778201737,3.16,2.67,2.67,0.1,0
1778201739,2.94,2.67,2.53,-0.33,0
1778201741,2.77,2.8,2.53,-0.27,0
1778201743,2.79,2.67,2.67,-0.23,0
1778201745,2.68,2.8,2.53,-0.57,0
1778201747,2.59,2.67,2.53,-0.4,0
1778201749,1.79,2.67,2.67,-1.2,0
1778201751,3.14,2.67,2.53,-0.12,0
1778201753,1.95,2.67,2.53,-1.13,0
1778201755,2.78,2.67,2.67,-0.35,0
1778201757,2.35,2.8,2.53,0.19,0
1778201759,3.3,2.67,2.53,0.25,0
1778201761,3.08,2.8,2.67,-0.29,0
1778201763,3.19,2.67,2.53,-0.19,0
1778201765,3.22,2.8,2.53,-0.3,0
1778201767,2.59,2.67,2.53,0.21,0
1778201769,2.69,2.8,2.67,-0.55,0
1778201771,3.22,2.67,2.53,-0.32,0
1778201773,3.01,2.67,2.53,0.38,0
1778201775,2.78,2.67,2.53,-0.82,0
1778201777,2.45,2.67,2.53,0.28,0
1778201779,2.26,2.67,2.67,-1.01,0
1778201781,2.91,2.8,2.67,-0.45,0
1778201783,2.79,2.67,2.53,-0.69,0
1778201785,2.95,2.67,2.53,-0.21,0
1778201787,2.25,2.67,2.53,-1.11,0
1778201789,2.85,2.67,2.53,-0.27,0
1778201791,3.07,2.67,2.53,-0.04,0
1778201793,2.89,2.8,2.53,-0.31,0
1778201795,3.34,2.67,2.53,-0.08,0
1778201797,2.81,2.8,2.53,-0.31,0
1778201799,2.91,2.67,2.53,-0.98,0
1778201801,2.65,2.8,2.53,-0.25,0
1778201803,2.85,2.67,2.53,-0.51,0
1778201805,2.96,2.67,2.67,0.03,0
1778201807,2.79,2.8,2.67,-0.65,0
1778201809,2.11,2.67,2.53,-0.97,0
1778201811,2.9,2.8,2.53,0.0,0
1778201813,1.83,2.67,2.67,-0.77,0
1778201815,2.64,2.8,2.67,-0.35,0
1778201817,2.33,2.67,2.53,-0.33,0
1778201819,3.03,2.8,2.67,0.09,0
1778201821,2.87,2.67,2.67,-0.25,0
1778201823,2.84,2.8,2.53,0.0,0
1778201825,3.34,2.67,2.53,-0.3,0
1778201827,2.49,2.8,2.67,-0.36,0
1778201829,2.83,2.67,2.53,-0.16,0
1778201831,3.07,2.8,2.53,0.07,0
1778201833,2.95,3.07,2.27,-0.34,1
1778201835,2.57,3.07,2.13,-0.4,1
1778201837,2.34,3.07,2.13,-0.83,1
1778201839,2.48,3.07,2.13,-0.76,1
1778201841,3.03,3.07,2.13,-0.33,1
1778201843,2.11,3.07,2.13,-0.39,1
1778201845,2.29,2.93,2.27,-0.76,1
1778201847,1.77,2.93,2.13,-0.12,1
1778201849,3.06,2.93,2.13,0.21,1
1778201851,2.09,2.93,2.13,-0.71,1
1778201853,2.77,2.93,2.27,-0.29,1
1778201855,2.08,3.07,2.13,-0.2,1
1778201857,3.0,3.07,2.13,-0.73,1
1778201859,1.46,3.07,2.13,-1.65,1
1778201861,2.81,3.07,2.13,0.22,1
1778201863,2.61,2.93,2.13,-0.31,1
1778201865,2.42,2.93,2.13,-0.26,1
1778201867,3.11,3.07,2.13,0.25,1
1778201869,2.81,2.93,2.13,-0.39,1
1778201871,2.74,2.93,2.27,-0.69,1
1778201873,1.98,2.93,2.13,-1.37,1
1778201875,2.68,3.07,2.13,-0.21,1
1778201877,2.69,3.07,2.13,-0.47,1
1778201879,2.54,3.07,2.13,0.05,1
1778201881,1.78,3.07,2.13,-0.65,1
1778201883,2.26,3.07,2.13,0.01,1
1778201885,2.37,3.07,2.13,-0.28,1
1778201887,2.35,3.07,2.13,-0.35,1
1778201889,1.88,3.07,2.27,-1.36,1
1778201891,2.95,3.07,2.13,-0.19,1
1778201893,2.73,3.07,2.13,0.15,1
1778201895,2.7,2.93,2.13,0.15,1
1778201897,2.93,2.93,2.13,-0.28,1
1778201899,2.5,2.93,2.13,-0.34,1
1778201901,2.91,2.93,2.27,-0.56,1
1778201903,2.4,2.93,2.13,-0.61,1
1778201905,2.7,3.07,2.13,-0.38,1
1778201907,1.87,3.07,2.13,-0.51,1
1778201909,2.18,3.07,2.13,0.04,1
1778201912,2.31,3.07,2.13,-0.04,1
1778201914,1.24,3.07,2.13,-0.79,1
1778201916,2.1,3.07,2.13,-0.21,1
1778201918,1.24,3.07,2.13,-1.19,1
1778201920,1.98,3.07,2.27,-0.5,1
1778201922,2.54,3.07,2.13,-0.05,1
1778201924,2.62,3.07,2.13,-0.16,1
1778201926,3.08,3.07,2.13,0.27,1
1778201928,2.69,3.07,2.27,-0.01,1
1778201930,2.51,2.93,2.13,-0.07,1
1778201932,2.8,2.93,2.13,-0.06,1
1778201934,2.7,2.93,2.13,0.52,1
1778201936,2.98,3.07,2.13,0.12,1
1778201938,2.63,3.07,2.13,0.13,1
1778201940,2.06,3.07,2.13,-0.59,1
1778201942,2.31,3.07,2.13,0.15,1
1778201944,2.12,2.93,2.13,-0.19,1
1778201946,2.02,2.93,2.13,-0.35,1
1778201948,2.07,3.07,2.27,-0.87,1
1778201950,2.29,3.07,2.13,-0.34,1
1778201952,2.48,3.07,2.13,0.02,1
1778201954,2.75,2.93,2.13,-0.46,1
1778201956,2.27,3.07,2.13,-0.03,1
1778201958,2.52,3.07,2.27,-0.41,1
1778201960,2.84,3.07,2.13,0.45,1
1778201962,2.72,2.93,2.13,0.19,1
1778201964,2.48,3.07,2.13,0.28,1
1778201966,2.7,3.07,2.13,-0.72,1
1778201968,2.59,3.07,2.13,-0.03,1
1778201970,1.75,3.07,2.13,-0.58,1
1778201972,2.3,2.93,2.13,-0.21,1
1778201974,2.08,2.93,2.13,-0.45,1
