0,-1.03,2.66,2.63,2.864,0
1,6.79,2.96,2.80,-2.425,0
2,0.45,2.76,2.71,0.476,0
3,3.83,2.64,2.63,9.856,0
4,-0.70,2.90,2.67,-8.588,0
5,-4.78,2.95,2.72,-7.618,0
6,0.10,2.81,2.72,-3.614,0
7,-1.14,2.86,2.94,-5.088,0
8,1.76,2.84,2.76,1.288,0
9,1.13,2.84,2.74,5.021,0
10,-3.94,2.71,2.90,4.572,0
11,-1.63,2.89,2.82,2.111,0
12,10.47,2.78,2.64,0.840,0
13,16.93,2.78,2.84,-2.945,0
14,3.79,2.88,2.64,5.880,0
15,8.52,2.71,2.72,3.376,0
16,-8.67,2.81,2.87,-4.391,0
17,-0.15,2.71,2.74,0.377,0
18,5.63,2.86,2.69,-3.087,0
19,-2.35,2.76,2.62,-3.333,0
20,2.02,2.54,2.72,1.186,0
21,1.46,2.95,2.69,-0.508,0
22,-0.84,2.83,2.77,2.456,0
23,3.50,2.71,2.83,3.180,0
24,4.94,2.77,2.61,-2.396,0
25,6.85,2.80,2.60,9.950,0
26,2.17,2.69,2.83,-0.064,0
27,-3.20,2.87,2.94,-7.632,0
28,2.11,2.55,2.56,-2.583,0
29,-6.41,2.75,2.85,4.279,0
30,6.27,2.56,2.73,-9.743,0
31,2.09,2.88,2.59,-0.749,0
32,0.41,2.81,2.64,-1.897,0
33,9.21,2.84,2.73,-4.100,0
34,11.40,2.78,2.63,1.364,0
35,9.25,2.69,2.72,5.387,0
36,6.40,2.80,2.72,-0.743,0
37,5.05,2.79,2.77,7.507,0
38,5.55,2.90,2.74,-1.815,0
39,-6.38,2.71,2.78,3.210,0
40,13.75,2.89,2.64,0.412,0
41,0.20,2.86,2.77,-8.583,0
42,0.83,2.82,2.78,4.360,0
43,0.83,2.88,2.85,-6.047,0
44,-2.10,2.64,2.59,3.739,0
45,3.32,2.94,2.70,-1.283,0
46,-4.14,2.78,2.75,-4.266,0
47,3.85,2.83,2.73,3.568,0
48,-1.22,2.88,2.56,-0.415,0
49,3.72,2.74,2.75,-2.791,0
50,-4.70,3.04,2.33,-1.507,1
51,12.77,3.01,2.33,-6.576,1
52,-2.43,3.18,2.42,4.409,1
53,-12.38,2.87,2.57,-7.073,1
54,4.03,2.95,2.33,1.033,1
55,8.09,3.10,2.56,-4.419,1
56,-1.27,2.98,2.40,2.523,1
57,-4.54,3.15,2.30,-6.844,1
58,7.79,3.02,2.33,-4.485,1
59,1.22,2.92,2.41,-0.148,1
60,1.69,3.11,2.42,-3.956,1
61,3.70,3.01,2.54,-2.878,1
62,-2.87,3.18,2.47,0.972,1
63,-4.91,3.16,2.50,-2.582,1
64,3.37,2.98,2.36,-2.788,1
65,3.08,3.07,2.56,-0.567,1
66,0.04,3.01,2.21,5.790,1
67,-1.96,3.02,2.61,-3.027,1
68,-6.25,3.16,2.48,-1.763,1
69,-1.64,3.05,2.45,0.459,1
70,3.96,3.04,2.33,-4.827,1
71,-1.73,2.95,2.36,-6.180,1
72,-1.27,2.85,2.48,-2.657,1
73,0.84,3.04,2.34,-5.849,1
74,-5.61,3.12,2.41,3.898,1
75,1.21,3.04,2.37,6.630,1
76,4.88,3.01,2.41,-0.867,1
77,4.12,3.15,2.43,5.058,1
78,3.88,3.08,2.50,-4.960,1
79,-0.25,3.11,2.37,1.994,1
80,0.17,3.01,2.49,1.430,1
81,5.98,2.97,2.39,2.706,1
82,-1.58,3.16,2.47,-6.838,1
83,3.90,3.24,2.37,3.834,1
84,-1.29,3.13,2.55,-4.332,1
85,-7.08,3.05,2.43,6.096,1
86,7.84,3.15,2.42,7.539,1
87,6.07,3.17,2.38,-6.001,1
88,1.06,2.92,2.29,-6.391,1
89,-0.75,3.04,2.53,-3.625,1
90,-1.64,2.98,2.40,-0.277,1
91,7.43,3.11,2.60,1.074,1
92,6.79,3.08,2.51,-5.773,1
93,3.98,2.84,2.21,2.112,1
94,-3.73,2.94,2.43,1.525,1
95,3.93,3.15,2.54,-2.942,1
96,2.42,3.03,2.38,-5.162,1
97,1.04,2.95,2.28,-7.190,1
98,5.46,3.10,2.32,9.938,1
99,-8.28,3.06,2.33,-12.123,1
100,9.09,2.78,2.74,2.739,0
101,8.01,2.95,2.85,-4.920,0
102,-3.47,2.96,2.85,-0.746,0
103,10.34,2.79,2.73,-1.328,0
104,4.56,2.60,2.69,-3.250,0
105,-5.89,2.65,2.85,-8.113,0
106,1.99,2.99,2.75,-2.599,0
107,0.84,2.96,2.80,-3.774,0
108,1.98,2.86,2.72,9.447,0
109,-0.79,2.76,2.82,1.620,0
110,0.47,2.57,2.61,4.516,0
111,1.53,2.74,2.67,3.123,0
112,5.75,2.72,2.83,2.638,0
113,3.41,2.88,2.73,-0.043,0
114,4.87,3.08,2.79,4.429,0
115,-6.31,2.66,2.75,-0.600,0
116,4.16,2.80,2.85,-2.520,0
117,5.05,2.90,2.80,-3.330,0
118,4.43,2.68,2.80,-0.903,0
119,10.82,3.10,2.80,-4.158,0
120,1.82,2.83,2.83,8.585,0
121,-4.10,2.86,2.69,-0.722,0
122,4.39,3.03,2.81,7.355,0
123,-1.88,2.76,2.59,4.418,0
124,-1.85,2.83,2.94,-6.505,0
125,6.88,2.64,2.60,2.286,0
126,5.55,2.80,2.69,10.626,0
127,4.31,2.99,2.83,8.028,0
128,7.12,2.82,2.65,-1.014,0
129,10.02,2.75,2.78,-11.639,0
130,-0.14,2.88,2.67,3.032,0
131,-2.07,2.85,2.83,-12.299,0
132,1.71,2.82,2.75,-2.043,0
133,0.56,2.92,2.70,-1.469,0
134,6.94,2.75,2.96,3.752,0
135,-4.20,2.75,2.84,-10.357,0
136,1.89,2.92,2.73,2.993,0
137,-3.89,2.88,2.74,6.007,0
138,13.35,2.76,2.67,-1.608,0
139,4.82,2.76,2.86,-3.349,0
140,3.53,2.78,2.81,0.980,0
141,5.91,2.80,2.67,-2.517,0
142,7.98,2.71,2.65,8.375,0
143,0.82,2.66,2.71,4.815,0
144,-0.54,2.91,2.93,-5.728,0
145,3.76,2.78,2.63,8.934,0
146,8.10,2.96,2.81,-3.503,0
147,-5.46,2.54,2.58,-2.481,0
148,2.39,2.82,2.68,5.493,0
149,-2.24,2.81,2.59,-5.712,0
150,9.58,2.73,2.61,6.755,0
151,-4.25,2.71,2.75,0.595,0
152,-3.93,2.74,2.62,6.297,0
153,4.87,2.71,2.78,-1.714,0
154,9.77,3.04,2.76,-8.728,0
155,1.63,2.62,2.83,4.824,0
156,1.80,2.69,2.67,-8.199,0
157,0.86,2.79,2.67,-2.877,0
158,-0.05,2.64,2.89,-6.710,0
159,6.26,2.84,2.71,-4.656,0
160,0.26,2.87,2.69,-2.430,0
161,7.79,2.70,2.74,2.094,0
162,6.97,2.61,2.81,-3.798,0
163,-4.07,2.57,2.70,-0.279,0
164,8.64,2.86,2.87,11.202,0
165,5.53,2.87,2.83,-1.974,0
166,1.95,3.02,2.79,0.048,0
167,-2.27,2.88,2.72,-6.433,0
168,0.40,2.80,2.65,8.455,0
169,4.16,2.67,3.04,-5.220,0
170,7.27,2.79,2.73,6.974,0
171,2.27,2.75,2.84,-4.260,0
172,2.81,2.72,2.86,-2.100,0
173,7.22,3.12,2.98,8.821,0
174,0.26,2.88,2.73,0.476,0
175,3.33,2.77,2.63,5.165,0
176,-2.62,2.73,2.58,-2.220,0
177,-6.06,2.95,2.71,-5.235,0
178,5.90,2.90,3.02,-3.283,0
179,-0.37,2.84,2.85,5.214,0
180,-7.68,2.75,2.78,-2.469,0
181,1.72,2.78,2.75,4.425,0
182,2.98,2.93,2.83,2.154,0
183,4.72,2.54,2.68,-1.130,0
