0,0.58,2.69,2.83,0.762,0
1,1.73,2.74,2.82,1.791,0
2,1.70,2.87,2.87,-10.833,0
3,4.83,2.82,2.79,0.050,0
4,5.72,2.90,2.70,5.185,0
5,1.52,2.81,2.68,-0.019,0
6,0.99,2.83,2.90,-4.817,0
7,3.31,2.99,2.69,2.185,0
8,4.63,2.84,2.80,-4.334,0
9,0.31,2.84,2.76,-0.918,0
10,4.25,2.76,2.60,-0.223,0
11,-3.99,2.88,2.76,-0.804,0
12,2.16,3.00,2.67,0.290,0
13,5.01,2.94,2.92,1.776,0
14,9.33,2.78,2.80,-1.603,0
15,1.79,2.76,2.68,1.189,0
16,7.47,2.72,2.75,3.040,0
17,-2.23,2.71,2.83,-1.979,0
18,4.35,2.60,2.69,5.700,0
19,-5.12,2.71,2.68,6.324,0
20,3.22,2.65,2.75,5.318,0
21,3.75,2.74,2.85,1.794,0
22,1.49,2.80,2.81,0.688,0
23,3.05,2.75,2.86,5.726,0
24,-2.09,2.97,2.88,1.102,0
25,3.46,2.59,2.65,2.755,0
26,2.16,2.82,2.75,-1.017,0
27,-3.38,2.65,2.76,2.339,0
28,1.25,2.65,2.67,3.545,0
29,1.13,2.64,2.70,-2.093,0
30,6.57,2.75,2.69,5.600,0
31,4.14,3.04,2.65,1.159,0
32,0.44,2.69,2.81,-2.570,0
33,0.01,2.84,2.70,-1.959,0
34,2.59,2.82,2.80,-8.390,0
35,7.64,2.73,2.81,3.435,0
36,5.32,2.92,2.90,1.295,0
37,1.52,2.75,2.83,-3.077,0
38,0.48,2.79,2.96,4.907,0
39,7.51,2.81,2.83,-0.958,0
40,6.09,2.75,2.76,2.674,0
41,-2.54,2.77,2.74,-4.749,0
42,1.42,2.80,2.85,-6.123,0
43,0.74,2.80,2.68,7.054,0
44,2.76,2.67,2.72,0.062,0
45,-3.65,2.91,2.77,4.573,0
46,2.73,2.72,2.82,1.958,0
47,3.23,2.88,2.51,-2.702,0
48,2.37,2.87,2.74,3.405,0
49,0.91,2.63,2.69,-4.360,0
50,3.82,2.86,2.94,2.637,0
51,-0.26,2.89,2.88,1.224,0
52,-1.29,2.78,2.70,2.800,0
53,2.63,2.77,2.93,-4.447,0
54,-0.90,2.73,2.65,-1.912,0
55,3.96,2.76,2.77,-0.552,0
56,0.42,2.65,2.77,-1.996,0
57,1.33,2.63,2.72,2.573,0
58,0.66,2.75,2.58,1.282,0
59,1.59,2.67,2.75,-2.857,0
60,2.21,2.69,2.70,3.234,0
61,0.73,2.95,2.76,-4.173,0
62,5.93,2.86,2.89,-5.218,0
63,-1.44,2.99,2.74,-1.122,0
64,5.31,2.81,2.61,4.771,0
65,7.27,2.88,2.77,2.694,0
66,4.79,2.83,2.85,-3.423,0
67,1.18,2.59,2.79,1.305,0
68,0.11,2.60,2.74,2.798,0
69,3.62,2.57,2.63,-3.019,0
70,-0.77,2.92,2.78,2.442,0
71,1.55,2.90,2.73,-9.027,0
72,6.07,2.77,2.65,4.469,0
73,4.45,2.88,2.67,-3.640,0
74,-1.68,2.82,2.71,-0.812,0
75,2.41,2.81,2.67,1.758,0
76,2.68,2.80,2.71,-0.388,0
77,1.80,2.85,2.72,-0.992,0
78,1.23,2.88,2.78,-4.761,0
79,2.51,2.95,2.74,-3.097,0
80,0.50,2.93,2.73,-1.866,0
81,2.80,2.81,2.69,-2.205,0
82,4.13,2.88,2.56,3.142,0
83,-0.49,2.87,2.88,-1.090,0
84,6.72,2.82,2.81,-3.406,0
85,3.83,2.84,3.00,3.001,0
86,-0.78,2.90,2.84,-4.547,0
87,5.80,2.83,2.79,-2.287,0
88,-0.18,2.68,2.59,2.707,0
89,-0.55,2.84,2.74,-2.510,0
90,0.78,2.79,2.71,7.078,0
91,2.84,2.78,2.68,-7.299,0
92,4.45,2.78,2.83,0.503,0
93,0.63,2.99,2.72,-3.632,0
94,-1.29,2.35,2.76,1.678,0
95,5.37,2.69,2.67,-3.980,0
96,1.89,2.97,2.76,-3.384,0
97,4.61,2.71,2.65,6.841,0
98,4.61,2.85,2.75,2.234,0
99,1.85,2.58,2.71,2.286,0
100,1.76,2.75,2.72,-2.460,0
101,1.30,2.64,2.59,1.354,0
