0,1.70,2.86,2.80,-2.113,0
1,5.11,2.62,2.82,4.345,0
2,10.29,2.88,2.72,-3.758,0
3,1.50,2.72,2.56,1.363,0
4,-1.72,2.86,2.81,2.602,0
5,2.27,2.74,2.73,-1.726,0
6,-2.86,2.76,2.59,-2.544,0
7,2.13,2.91,2.76,-0.691,0
8,7.19,2.83,2.86,-0.503,0
9,2.96,2.88,2.74,-3.793,0
10,4.31,2.82,2.69,-2.520,0
11,1.41,2.81,2.76,-2.164,0
12,-2.11,2.72,2.67,-3.066,0
13,5.91,2.83,2.71,2.438,0
14,3.26,2.72,2.70,-1.965,0
15,-1.84,3.00,2.72,-3.446,0
16,7.16,2.71,2.73,-0.899,0
17,5.07,2.98,2.88,-9.581,0
18,5.17,2.75,2.76,-0.213,0
19,10.58,2.73,2.59,-2.685,0
20,-0.49,2.93,2.67,-3.110,0
21,1.07,2.73,2.58,-3.191,0
22,-0.15,2.67,2.83,4.957,0
23,8.83,2.76,2.77,-2.936,0
24,8.16,2.77,2.79,-1.265,0
25,2.60,2.92,2.77,-0.451,0
26,4.29,2.65,2.69,-2.736,0
27,-0.35,2.84,2.78,-2.590,0
28,2.79,2.94,2.79,3.727,0
29,-1.59,2.68,2.70,0.292,0
30,0.67,2.81,2.64,0.314,1
31,5.53,2.91,2.62,-2.331,1
32,3.11,2.78,2.68,-3.902,1
33,3.25,2.83,2.76,-0.280,1
34,0.04,2.92,2.69,-8.841,1
35,2.81,2.89,2.77,0.535,1
36,1.37,2.92,2.80,-4.528,1
37,4.28,2.76,2.60,4.861,1
38,2.05,2.98,2.74,6.166,1
39,1.89,2.94,2.77,0.739,1
40,-1.51,2.82,2.70,-6.157,1
41,2.19,2.94,2.81,0.889,1
42,-1.09,2.63,2.48,-4.622,1
43,6.99,2.85,2.77,0.301,1
44,4.87,3.18,2.89,0.674,1
45,-1.93,2.82,2.71,-1.333,1
46,5.97,2.81,2.62,3.329,1
47,5.52,2.84,2.70,2.135,1
48,-2.95,2.88,2.79,0.893,1
49,0.49,2.87,2.81,-1.597,1
50,6.73,2.93,2.79,-4.327,1
51,4.11,3.01,2.87,-0.700,1
52,5.08,2.95,2.64,-4.534,1
53,1.88,2.71,2.64,-5.003,1
54,1.70,3.05,2.80,0.391,1
55,-1.96,2.89,2.72,-2.424,1
56,5.08,2.89,2.91,-1.714,1
57,4.88,2.90,2.85,-4.082,1
58,1.98,2.79,2.60,5.854,1
59,-0.26,2.97,2.95,-4.689,1
60,6.41,3.01,2.80,-2.462,1
61,3.95,2.89,2.75,-5.145,1
62,1.66,2.77,2.60,-0.026,1
63,5.16,3.05,2.46,1.636,1
64,1.62,2.76,2.84,4.746,1
65,0.99,2.80,2.68,-5.660,1
66,4.93,3.06,2.54,-2.147,1
67,3.52,2.90,2.60,0.268,1
68,4.01,2.91,2.62,-0.412,1
69,0.95,2.82,2.67,-0.718,1
