0,2.83,2.66,2.68,-0.075,0
1,2.38,2.86,2.79,-0.210,0
2,3.92,2.86,2.84,-4.031,0
3,1.34,2.87,2.92,-2.603,0
4,1.58,2.73,2.76,1.621,0
5,2.06,2.83,2.80,-0.860,0
6,2.94,2.74,2.76,-3.700,0
7,5.50,2.80,2.73,-0.766,0
8,2.38,2.77,2.81,-2.303,0
9,-0.33,2.78,2.65,-2.086,0
10,0.60,2.97,2.82,-1.288,0
11,3.58,2.86,2.89,-0.507,0
12,1.80,2.71,2.60,-3.407,0
13,1.01,2.70,2.58,-2.845,0
14,-1.50,2.76,2.67,-3.116,0
15,3.66,2.74,2.73,-2.259,0
16,3.50,2.81,2.73,-1.635,0
17,-1.29,2.48,2.63,-0.954,0
18,-0.94,2.75,2.65,-1.145,0
19,3.50,2.80,2.80,-2.363,0
20,2.77,2.77,2.75,0.408,0
21,2.79,2.80,2.60,-2.071,0
22,3.21,2.87,2.68,-1.226,0
23,0.74,2.56,2.71,1.995,0
24,3.15,2.96,2.93,1.245,0
25,1.59,2.84,2.84,-1.634,0
26,2.03,2.84,2.70,-0.889,0
27,1.57,2.86,2.79,-1.087,0
28,1.30,2.92,2.78,-0.756,0
29,0.95,2.88,2.72,1.909,0
30,4.21,2.94,2.77,-0.692,0
31,3.63,2.75,2.70,-1.228,0
32,2.62,2.58,2.76,-1.996,0
33,1.65,2.85,2.73,-0.605,0
34,2.91,2.88,2.86,-4.139,0
35,1.89,2.89,2.80,0.403,0
36,0.98,2.76,2.47,-0.832,0
37,2.00,2.61,2.72,-0.659,0
38,0.78,2.80,2.84,2.338,0
39,7.14,2.82,2.60,-0.951,0
40,1.76,2.94,2.96,-2.679,0
41,3.46,2.79,2.86,0.493,0
42,2.77,2.80,2.70,-0.409,0
43,2.21,2.66,2.62,-0.340,0
44,1.74,2.64,2.76,-1.969,0
45,-0.20,2.98,2.87,-0.439,0
46,0.81,2.71,2.49,-1.145,0
47,4.16,2.66,2.78,-1.244,0
48,1.46,2.71,2.72,-2.194,0
49,4.04,2.77,2.83,-2.905,0
50,3.69,2.82,2.72,-2.478,1
51,4.67,2.98,2.61,0.496,1
52,1.83,2.88,2.74,0.252,1
53,-0.28,2.97,2.55,-2.079,1
54,1.62,2.92,2.60,-0.132,1
55,2.16,2.94,2.87,-0.776,1
56,4.16,2.91,2.65,-1.153,1
57,-1.18,3.14,2.78,-2.549,1
